Ingredient,Quantity
restaurant chinese veg lo mein wo meat,291
restaurant chinese chick  veg,654
restaurant chinese orange chick,881
restaurant italian spaghetti w meat sau,379
olive garden spaghetti w meat sau,969
carrabba's italian grill spaghetti w meat sau,185
restaurant chinese sesame chick,967
syrups grenadine,978
beverages fruit-flavored drk dry pdr mix lo cal w asprt,886
pectin liquid,125
froz novlt ice crm van ice crm lt no sugar added choc coatd,612
creamy drsng made wsour crm andor bttrmlkoil red cal,202
imitation chs american or cheddar lo chol,520
babyfood banana juc wlofat yogurt,310
babyfood mxd fruit juc wlofat yogurt,288
turkey ham sliced ex ln prepackaged or deli-sliced,503
bologna bfpork lofat,533
milk dssrt frz milk-fat free choc,978
whipped topping frz lofat,396
cream sub pdr lt,158
salad drsng peppercorn drsng comm reg,104
mayonnaise red-cal or diet chol-free,927
granola bar soft milk choc coatd pnut butter,410
salad drsng italian drsng red cal,914
cream sub liq lt,120
candies mars snackfood us mm's pnut butter choc candies,604
babyfood appl yogurt dssrt str,347
vegetable oil-butter sprd red cal,180
salad drsng blue or roquefort chs drsng lt,327
cheese monterey low fat,491
crmy drsg mde w sour crm andor btrmlk  oil red cal ftfree,760
creamy drsng wsour crm andor bttrmlkoil red cal chol-free,655
bologna beef low fat,742
salad drsng french drsng red cal,251
turkeypork sausage frsh bulk patty or link ckd,517
mayonnaise made with tofu,706
frankfurter bf lo fat,976
candies mars snackfood us twix choc fudge cookie bars,226
yogurt frz choc non-fat milk wlo cal swtnr,854
frozen yogurts choc,370
frozen yogurts flavors other than choc,628
milk bttrmlk fluid cultured red fat,980
pork sausage rice links brownserve ckd,697
salad drsng blue or roquefort chs drsng fat-free,483
salad drsng mayonnaise-like fat-free,441
candies mars snackfood us milky way midnight bar,552
papad,190
rice cake cracker (incl hain mini rice cakes),770
cheese past process cheddar or american fat-free,596
candies mars snackfood us mm's almond choc candies,760
salad drsng coleslaw drsng red fat,510
oil flaxseed cold pressed,494
cheese cottage lowfat 1 milkfat lactose red,842
cereals rte frstd oat crl wmarshmallows,714
cereals rte weetabix whl grain crl,659
cereals rte post honey bunches of oats w almonds,628
margarine-like veg oil sprd stk or tub swtnd,679
cheese product past process cheddar red fat,699
snacks popcorn home-prepared oil-popped unsalted,932
cereals rte post great grains crunchy pecan crl,977
cereals rte post great grains raisin date  pecan,302
babyfood juc apple-sweet potato,443
babyfood juc orange-carrot,969
beverages orange juc drk,740
granola bar wcocnt choc coatd,112
babyfood vegbrown rice str,207
babyfood peasbrown rice,687
frankfurter meat  poultry lo fat,897
gums sd gums (incl locust bean guar),262
potato chips white restructured bkd,148
babyfood bkd product finger snacks crl fort,104
babyfood crl brown rice dry inst,154
babyfood grn bnsturkey str,892
oil corn and canola,975
milk fluid nonfat ca fort (fat free or skim),494
peanut butter red na,583
cereals rte post great grains banana nut crunch,793
cheese muenster low fat,486
cheese mozzarella non-fat,194
margarine-like butter-margarine blend 80 fat stk wo salt,802
margarine-like veg oil-butter sprd red cal tub w salt,652
babyfood carrots toddler,985
babyfood dssrt banana pudd str,816
babyfood fruit tutti frutti str,786
babyfood fruit tutti frutti jr,579
babyfood dinner chickrice,192
salad drsng caesar drsng reg,465
salad dressing coleslaw,705
salad drsng grn goddess reg,251
salad drsng swtsour,201
salad drsng blue or roquefort chs lo cal,257
salad drsng caesar lo cal,587
syrups sugar free,299
jellies no sugar (with na saccharin) any flavors,603
jams  preserves no sugar (with na saccharin) any flavor,800
candies choc covered caramel wnuts,219
candies nougat w almonds,362
candies gum drops no sugar or lo cal (sorbitol),452
candies hard dietetic or lo cal (sorbitol),765
candies choc covered lo sugar or lo cal,744
chewing gum sugarless,340
fluid replcmnt electrolyte soln (include pedialyte),296
beverage milkshake mix dry not choc,436
pie fillings cherry lo cal,910
breakfast bars oats sugar raisins cocnt (incl granola bar),252
pretzels soft,857
beans chili barbecue ranch style ckd,689
vermicelli made from soy,753
beans liq from stwd kidney bns,930
chicken meatless,977
frankfurter meatless,552
luncheon slices meatless,204
meatballs meatless,948
vegetarian fillets,978
sandwich spread meatless,953
vegetarian meatloaf or patties,216
radishes hawaiian style pickled,792
cabbage japanese style frsh pickled,913
cabbage mustard salted,425
eggplant pickled,431
alcoholic bev wine cooking,608
alcoholic bev wine lt,272
sweeteners tabletop saccharin (sodium saccharin),502
beverage inst brkfst pdr choc not recon,452
bacon bits meatless,490
butter replcmnt wofat pdr,230
salad drsng bttrmlk lite,592
sweeteners tabletop fructose dry pdr,851
tomato sau cnd no salt added,370
cereals rte alpen,965
cereals rte familia,672
cereals rte wheatbran presweetened wnutsfruits,781
beverage inst brkfst pdr choc sugar-free not recon,586
yogurt fruit var non-fat,180
whipped crm sub dietetic made from pdr mix,272
frozen novelties ice crm type sundae prepackaged,794
cheese cottage wveg,570
cheese cream low fat,885
cheese past process american lofat,127
cheese sprd crm chs base,851
cheese american cheddar imitn,567
quail cooked total edible,452
pheasant ckd total edible,445
eggs scrmbld frz mixture,141
dove ckd (incl squab),668
pork oriental style dehyd,586
soybean curd cheese,965
potatoes cnd drnd sol no salt,817
vegetables mxd (corn lima bns peas grn bns crrt) cnd no salt,444
pork cured ham bnless lo na ex ln  reg rstd,998
pork cured ham lo na ln  fat ckd,841
pork cured ham bnless lo na ex ln (approximatly 5 fat) rstd,363
salad drsng mayo  mayonnaise-type lo cal,673
salad drsng bacontomato,308
cheese parmesan lo na,240
jams preserves marmalade red sugar,163
bever fruit-flav drk pdr w hi vit c w other add vit lo cal,656
frozen novelties juc type orange,702
cheese cottage lowfat 1 milkfat no na,566
mayonnaise lo na lo cal or diet,844
snacks tortilla chips unsalted white corn,493
tomatoveg juc lo na,512
turkey wing smoked ckd wskn bone removed,687
turkey drumstk smoked ckd wskn bone removed,685
beverages chocolate-flavored drk whey  milk bsd,872
babyfood dinner chicknoodle wveg todd,947
pork cured bacon ckd brld pan-fried or rstd red na,950
cheese past process swiss lofat,855
cranberry juc unswtnd,842
beef bologna red na,255
turnip grns cnd no salt,635
turkey lt or dk meat smoked ckd wskn bone removed,947
turkey lt or dk meat smoked ckd skn  bone removed,298
hearts of palm raw,465
cereals rte post shredded wheat n' bran spoon-size,928
cheese cottage lowfat 1 milkfat wveg,269
cheese past process cheddar or american lo na,936
beverages coffee inst w whtnr red cal,641
beverages cranberry-apple juc drk lo cal w vit c added,789
cheese swiss low sodium,967
yeast extract spread,778
babyfood juice pear,676
chicken meatless breaded fried,112
babyfood meat bf w veg todd,389
babyfood dinner macaroni bftomato sau todd,133
rolls pumpernickel,574
snacks corn-based extruded chips unsalted,785
beans bkd cnd no salt added,181
frozen novelties juc type juc w crm,591
tofu yogurt,931
alcoholic bev rice (sake),145
millet puffed,481
cereals rte oat bran flakes health valley,363
jellyfish dried salted,312
ice crm bar choc or caramel covered wnuts,249
frankfurter lo na,799
frozen novelties ice type pop w lo cal swtnr,374
babyfood mxd fruit yogurt str,328
beverages abbott ensure plus rtd,780
babyfood riceappls dry,981
babyfood juc appl - cherry,548
babyfood dssrt peach yogurt,381
babyfood dssrt blueberry yogurt str,398
babyfood dssrt banana yogurt str,523
ice creams choc rich,571
milk imitation non-soy,561
babyfood crl rice w pears  appl dry inst fort,102
babyfood banana no tapioca str,825
babyfood banana appl dssrt str,799
snacks tortilla chips lt (baked w less oil),874
cereals rte post honey bunches of oats honey rstd,390
popcorn microwave lofatna,485
babyfood fruit supreme dssrt,649
cheese swiss low fat,593
breakfast bar corn flake crust wfruit,539
cheese mozzarella lo na,130
mayonnaise drsng no chol,380
oil corn peanut and olive,676
sweeteners tabletop fructose liq,971
cheese food imitation,619
celery flakes dried,400
puddings choc flavor lo cal inst dry mix,727
babyfood grape juc no sugar cnd,442
jellies red sugar home preserved,258
pie fillings blueberry cnd,757
beverages cocktail mix non-alcoholic concd frz,211
puddings choc flavor lo cal reg dry mix,186
puddings all flavors xcpt choc lo cal reg dry mix,232
puddings all flavors xcpt choc lo cal inst dry mix,696
vital wheat gluten,475
frog legs raw,533
mackerel salted,417
scallop (baysea) ckd stmd,146
syrup cane,141
snail raw,588
turtle green raw,752
amaranth seed  black ,664
amaranth seed  pale brown ,472
bajra,952
barley,937
jowar,170
maize  dry ,869
maize  tender  local ,334
maize  tender  sweet ,503
quinoa,994
ragi,856
rice flakes,354
rice puffed,402
rice  raw  brown ,514
rice  parboiled  milled ,499
rice  raw  milled ,578
samai,136
varagu,973
wheat flour  refined ,274
wheat flour  atta ,388
wheat  whole ,324
wheat  bulgur ,275
wheat  semolina ,129
wheat  vermicelli ,331
wheat  vermicelli  roasted ,546
bengal gram  dal ,799
bengal gram  whole ,773
black gram  dal ,699
black gram  whole ,547
cowpea  brown ,154
cowpea  white ,158
field bean  black ,657
field bean  brown ,892
field bean  white ,524
green gram  dal ,339
green gram  whole ,916
horse gram  whole ,397
lentil dal,753
lentil whole  brown ,296
lentil whole  yellowish ,976
moth bean,874
peas  dry ,720
rajmah  black ,916
rajmah  brown ,476
rajmah  red ,737
red gram  dal ,382
red gram  whole ,759
ricebean,245
soya bean  brown ,165
soya bean  white ,244
agathi leaves,675
amaranth leaves  green ,260
amaranth leaves  red ,485
amaranth leaves  red and green mix ,538
amaranth spinosus  leaves  green ,261
amaranth spinosus  leaves  red and green mix ,459
basella leaves,420
bathua leaves,662
beet greens,301
betel leaves  big ,569
betel leaves  small ,171
brussels sprouts,826
cabbage  chinese ,936
cabbage  collard greens ,838
cabbage  green ,1000
cabbage  violet ,182
cauliflower leaves,171
colocasia leaves  green ,621
drumstick leaves,638
fenugreek leaves,515
garden cress,247
gogu leaves  green ,866
gogu leaves  red ,326
knol-khol  leaves ,703
lettuce,576
mustard leaves,735
pak choi leaves,126
parsley,858
ponnaganni,171
pumpkin leaves  tender ,383
radish leaves,819
rumex leaves,333
spinach,406
tamarind leaves  tender ,522
ash gourd,984
bamboo shoot  tender ,896
bean scarlet  tender ,829
bitter gourd  jagged  teeth ridges  elongate ,639
bitter gourd  jagged  teeth ridges  short ,180
bitter gourd  jagged  smooth ridges  elongate ,410
bottle gourd  elongate  pale green ,981
bottle gourd  round  pale green ,492
bottle gourd  elongate  dark green ,819
brinjal-1,369
brinjal-2,304
brinjal-3,897
brinjal-4,155
brinjal-5,307
brinjal-6,460
brinjal-7,100
brinjal-8,401
brinjal-9,191
brinjal-10,563
brinjal-11,243
brinjal-12,203
brinjal-13,595
brinjal-14,614
brinjal-15,769
brinjal-16,447
brinjal-17,935
brinjal-18,393
brinjal-19,234
brinjal-20,930
brinjal-21,167
brinjal - all varieties,803
broad beans,392
capsicum  green ,799
capsicum  red ,321
capsicum  yellow ,930
cauliflower,731
celery stalk,903
cho-cho-marrow,951
cluster beans,816
colocasia  stem  black ,762
colocasia  stem  green ,817
corn  baby ,294
cucumber  green  elongate ,794
cucumber  green  short ,210
cucumber  orange  round ,620
drumstick,347
field beans  tender  broad ,755
field beans  tender  lean ,528
french beans  country ,725
french beans  hybrid ,914
jack fruit  raw ,636
jack fruit  seed  mature ,563
